farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F01594,2023,Puri,14.55,Millets,Yes,74.55,Rainfed,Tenant,Black,Local Trader,286582.03,13.26,0.51,0.552,0,753.14
F01595,2022,Bhadrak,4.18,Soybean,No,52.54,Irrigated,Tenant,Laterite,Contract Buyer,250767.84,18.83,0.51,0.523,0,710.58
F01596,2022,Cuttack,12.61,Cotton,Yes,41.03,Irrigated,Owned,Sandy Loam,FPO,607381.07,2.6,-42.72,0.599,0,814.03
F01597,2023,Mayurbhanj,2.57,Maize,Yes,36.96,Rainfed,Owned,Clay Loam,APMC,247383.13,41.54,3.07,,0,553.64
F01598,2022,Balasore,14.81,Cotton,Yes,46.46,Irrigated,Owned,Clay Loam,Contract Buyer,525750.97,7.49,-22.39,0.552,0,887.83
F01599,2024,Bhadrak,1.66,Rice,Yes,89.74,Rainfed,Tenant,Alluvial,APMC,352789.22,13.92,22.42,0.552,0,736.76
F01600,2023,Balasore,5.78,Soybean,Yes,73.51,Irrigated,Owned,Sandy Loam,FPO,265180.87,32.2,0.51,0.552,0,689.31
F01601,2023,Balasore,8.79,Cotton,No,58.9,Irrigated,Tenant,Laterite,Contract Buyer,409134.99,26.74,-0.02,0.513,0,819.06
F01602,2022,Bhadrak,11.3,Rice,No,54.09,Rainfed,Owned,Red,Local Trader,339085.85,7.52,,0.513,0,818.34
F01603,2024,Cuttack,11.75,Millets,Yes,100,Rainfed,Tenant,Alluvial,Contract Buyer,318863.81,4,4.11,0.281,0,793.3
F01604,2022,Ganjam,2.52,Maize,Yes,67.54,Irrigated,Owned,Red,FPO,163861.09,20.33,-23.23,0.653,0,731.43
F01605,2022,Cuttack,11.14,Sugarcane,No,55.29,Irrigated,Owned,Laterite,Local Trader,470993.31,13.72,,0.255,0,775.47
F01606,2022,Cuttack,2.04,Soybean,Yes,51.06,Irrigated,Owned,Clay Loam,Contract Buyer,220037.26,18.72,13.35,0.374,1,628.49
F01607,2024,Cuttack,7.82,Sugarcane,No,79.13,Irrigated,Owned,Clay Loam,Contract Buyer,405596.08,11,-5.49,0.845,0,893.28
F01608,2022,Cuttack,7.81,Wheat,Yes,86.69,Irrigated,Tenant,Red,Contract Buyer,479778.15,15.63,0.95,0.625,0,921.97
F01609,2023,Ganjam,16.24,Rice,Yes,72.98,Irrigated,Owned,Laterite,Contract Buyer,242368.3,21.67,-20.26,0.559,0,913.68
F01610,2022,Puri,5.71,Sugarcane,Yes,55.44,Rainfed,Tenant,Black,Contract Buyer,115772.93,18.48,-3.32,0.552,0,726.87
F01611,2023,Balasore,13.65,Wheat,No,87.79,Irrigated,Owned,Sandy Loam,Local Trader,155856.91,3.11,-1.79,0.55,0,913.26
F01612,2023,Balasore,17.16,Rice,Yes,49.14,Rainfed,Owned,Alluvial,FPO,407098.26,24.3,0.51,0.696,0,904.83
F01613,2024,Mayurbhanj,8.18,Millets,Yes,82.31,Irrigated,Tenant,Alluvial,FPO,589202.28,19.72,5.78,0.435,0,911.34
F01614,2022,Puri,5.87,Sugarcane,Yes,35.89,Rainfed,Owned,Clay Loam,FPO,555602.53,19.82,0.51,0.526,0,783.89
F01615,2022,Balasore,1.47,Sugarcane,Yes,40.7,Irrigated,Owned,Alluvial,FPO,147275.36,32.92,19.22,0.61,0,602.71
F01616,2024,Cuttack,10.65,Cotton,Yes,80.05,Irrigated,Owned,Red,APMC,273710.63,10.21,-25.02,0.665,0,854.5
F01617,2022,Balasore,13.72,Soybean,Yes,49.47,Irrigated,Owned,Red,Contract Buyer,371425,3.26,0.51,0.44,0,817.97
F01618,2023,Ganjam,5.18,Sugarcane,Yes,71.35,Rainfed,Owned,Sandy Loam,Contract Buyer,340509.35,2.07,5.73,,0,860.48
F01619,2023,Ganjam,10.62,Rice,No,75.18,Rainfed,Owned,Alluvial,FPO,487987.58,37.16,-21.32,0.421,0,678.98
F01620,2023,Ganjam,10.42,Cotton,No,42.67,Irrigated,Owned,Sandy Loam,Local Trader,341847.19,39.94,0.51,0.486,1,558.64
F01621,2023,Balasore,8.23,Sugarcane,Yes,82.74,Irrigated,Owned,Black,APMC,206993.86,13.87,0.51,0.506,0,860.98
F01622,2023,Puri,11.26,Soybean,Yes,52.08,Irrigated,Owned,Laterite,Local Trader,339796.55,31.89,5.73,0.389,1,627.71
F01623,2022,Mayurbhanj,9.96,Sugarcane,Yes,64.27,Irrigated,Owned,Black,APMC,478901.48,41.02,0.51,0.626,0,714.25
F01624,2024,Cuttack,8.76,Rice,Yes,28.04,Rainfed,Owned,Laterite,Local Trader,108194.26,12.08,19.7,0.696,0,607.61
F01625,2023,Mayurbhanj,15.11,Cotton,Yes,65.11,Rainfed,Owned,Black,Local Trader,238485.11,27.07,,,0,684.81
F01626,2024,Cuttack,14.86,Millets,No,67.33,Rainfed,Owned,Red,FPO,208788.66,12.88,-0.87,0.641,0,855.91
F01627,2024,Bhadrak,12.23,Rice,No,54.93,Irrigated,Owned,Alluvial,Local Trader,606362.03,32.49,-12.93,,0,776.69
F01628,2024,Mayurbhanj,2.92,Cotton,Yes,60.1,Irrigated,Tenant,Sandy Loam,APMC,213131.44,19.5,21.98,,0,590.29
F01629,2023,Bhadrak,5.53,Millets,No,70.08,Irrigated,Owned,Red,Contract Buyer,295041.18,22.56,1.29,0.693,0,761.07
F01630,2022,Mayurbhanj,16.92,Sugarcane,Yes,57.61,Irrigated,Tenant,Laterite,APMC,350210.58,36.94,-22.45,,0,796.31
F01631,2023,Ganjam,14.32,Cotton,Yes,37.61,Rainfed,Owned,Black,Contract Buyer,417436.66,1.57,2.97,0.472,0,764.06
F01632,2022,Mayurbhanj,11.61,Soybean,Yes,64.02,Irrigated,Tenant,Black,Local Trader,210043.67,3.04,7.31,,0,816.26
F01633,2023,Balasore,2.78,Wheat,No,43.51,Irrigated,Owned,Black,Contract Buyer,84047.43,34,0.51,0.552,0,589.35
F01634,2022,Mayurbhanj,1.17,Millets,No,51.3,Irrigated,Owned,Black,Contract Buyer,205608.84,3.58,26.18,,1,542.32
F01635,2022,Cuttack,9.05,Wheat,No,66.61,Irrigated,Tenant,Clay Loam,FPO,400560.06,34.88,-5.65,0.406,0,761.83
F01636,2022,Ganjam,0.96,Soybean,Yes,60.4,Rainfed,Owned,Alluvial,APMC,208376.96,23.05,,0.667,0,664.73
F01637,2022,Mayurbhanj,15.77,Rice,No,53.45,Rainfed,Owned,Laterite,APMC,389932.45,41.31,,,1,555.52
F01638,2022,Mayurbhanj,7.38,Millets,Yes,65.83,Irrigated,Owned,Black,APMC,248497.39,38.54,4.54,0.553,0,663.42
F01639,2024,Puri,3.13,Sugarcane,Yes,76.51,Irrigated,Owned,Laterite,Local Trader,167460.53,34.85,-27.24,,0,613.34
F01640,2022,Mayurbhanj,12.48,Millets,Yes,85.05,Irrigated,Owned,Laterite,FPO,500049.04,16.76,-42.11,0.51,0,822.71
F01641,2022,Ganjam,10.03,Soybean,No,74.07,Rainfed,Owned,Sandy Loam,APMC,164006.04,29.32,,0.684,0,666.42
F01642,2022,Puri,16.97,Wheat,No,47.26,Rainfed,Tenant,Clay Loam,Contract Buyer,100794.95,29.11,,0.582,0,703.86
F01643,2022,Balasore,3.06,Sugarcane,Yes,41.83,Irrigated,Owned,Black,APMC,635129.83,17.98,,0.508,0,752.98
F01644,2024,Mayurbhanj,2.94,Millets,Yes,55.67,Irrigated,Owned,Clay Loam,APMC,535442.62,6.51,,,0,832.02
F01645,2024,Mayurbhanj,5.02,Maize,Yes,72.26,Irrigated,Owned,Alluvial,Local Trader,615624.17,25.14,14.93,,0,754.34
F01646,2022,Ganjam,17.41,Soybean,Yes,61.06,Irrigated,Tenant,Sandy Loam,Local Trader,300856.31,4.32,2.71,0.343,0,790.87
F01647,2023,Cuttack,10.1,Cotton,No,14.07,Irrigated,Tenant,Laterite,APMC,520870.44,5.56,9.51,0.552,0,689.22
F01648,2023,Ganjam,0.41,Soybean,Yes,73.15,Irrigated,Owned,Red,Contract Buyer,171792.51,29.96,15.88,0.832,0,623.5
F01649,2022,Balasore,15.21,Rice,Yes,77.46,Irrigated,Owned,Clay Loam,Contract Buyer,339886.6,35.81,7.82,0.506,0,838.76
F01650,2022,Bhadrak,3.15,Maize,Yes,43.3,Irrigated,Owned,Red,Contract Buyer,377012.79,9.88,5.07,0.552,0,772.19
F01651,2023,Ganjam,5.21,Cotton,Yes,46.69,Rainfed,Tenant,Sandy Loam,Contract Buyer,616537.27,29.63,17.99,0.457,0,638.14
F01652,2023,Cuttack,3.38,Wheat,Yes,89.67,Irrigated,Tenant,Alluvial,APMC,105121.14,41.33,7.78,0.34,0,607.01
F01653,2023,Mayurbhanj,15.04,Maize,No,46.65,Irrigated,Tenant,Laterite,APMC,196536.66,0.57,,0.529,0,758.27
F01654,2024,Ganjam,0.62,Rice,Yes,55.79,Rainfed,Owned,Red,Local Trader,318973.54,14.71,-31.53,0.52,1,543.76
F01655,2022,Mayurbhanj,2.12,Soybean,Yes,78.34,Rainfed,Tenant,Clay Loam,APMC,169248.26,33.5,21.4,,1,596.1
F01656,2024,Cuttack,4.66,Millets,Yes,43.98,Irrigated,Owned,Red,FPO,410453.5,4.94,32.53,0.654,0,736.19
F01657,2023,Ganjam,11.78,Cotton,Yes,47.66,Irrigated,Owned,Alluvial,Local Trader,241979.8,33.18,0.51,0.63,0,683.8
F01658,2023,Ganjam,9.16,Rice,Yes,38.57,Rainfed,Tenant,Laterite,Contract Buyer,110797.77,4.9,,0.616,0,708.68
F01659,2023,Ganjam,5.08,Maize,Yes,78.93,Irrigated,Tenant,Clay Loam,APMC,396285.34,13.1,-10.82,0.532,0,733.86
F01660,2024,Cuttack,13.32,Rice,No,49.62,Rainfed,Owned,Black,Contract Buyer,352089.27,3.1,-19.48,0.552,0,839.01
F01661,2022,Ganjam,6.91,Rice,Yes,47.87,Irrigated,Tenant,Alluvial,Contract Buyer,392315.35,16.89,1.21,0.43,0,831.36
F01662,2022,Puri,7.75,Rice,No,90.29,Irrigated,Owned,Alluvial,Local Trader,438503.59,2.78,17.47,0.552,0,869.37
F01663,2024,Puri,2.54,Wheat,No,52.98,Rainfed,Owned,Sandy Loam,APMC,472387.38,32.66,,0.396,1,508.98
F01664,2024,Puri,1.37,Soybean,Yes,81.77,Rainfed,Owned,Laterite,Local Trader,400193.88,39.58,-12.91,0.592,0,604.24
F01665,2023,Puri,3.08,Rice,No,65.42,Rainfed,Owned,Black,FPO,80782.44,25.58,0.51,0.686,0,684.81
F01666,2022,Mayurbhanj,10.4,Soybean,Yes,56.3,Rainfed,Owned,Alluvial,Contract Buyer,135612.93,33.21,-10.4,,1,574.23
F01667,2023,Mayurbhanj,4.44,Sugarcane,Yes,89.29,Rainfed,Owned,Red,FPO,197306.35,39.61,-13.02,0.552,0,725.18
F01668,2022,Ganjam,3.49,Wheat,Yes,97.3,Rainfed,Owned,Red,Contract Buyer,424839.93,37.13,,0.57,0,808.83
F01669,2023,Bhadrak,3.75,Cotton,Yes,64.29,Irrigated,Owned,Black,FPO,151557.51,0.58,-3.81,0.764,0,810.17
F01670,2022,Mayurbhanj,5.58,Rice,Yes,44.45,Rainfed,Owned,Black,Contract Buyer,455911.07,23.41,-6.82,,0,697.64
F01671,2022,Bhadrak,14.66,Millets,Yes,61.35,Irrigated,Tenant,Red,Contract Buyer,350919.38,34.6,-1.91,0.487,0,764.25
F01672,2024,Puri,1.54,Soybean,Yes,86.52,Rainfed,Owned,Red,Local Trader,143941.86,41.59,0.51,0.657,1,567.32
F01673,2023,Bhadrak,11.45,Cotton,Yes,60.18,Irrigated,Owned,Clay Loam,FPO,254636.98,6.12,6.11,0.562,0,874.13
F01674,2022,Puri,10.03,Soybean,No,50.13,Irrigated,Tenant,Laterite,Local Trader,173493.23,21.77,-27.45,0.705,0,673.49
F01675,2024,Mayurbhanj,13.13,Soybean,Yes,99.35,Rainfed,Owned,Black,Contract Buyer,192935.41,25.91,4.65,0.622,0,824.3
F01676,2023,Puri,4.47,Maize,Yes,81.63,Irrigated,Tenant,Black,APMC,385280.24,13.24,9.57,0.552,0,758.78
F01677,2022,Balasore,0.73,Cotton,Yes,18.73,Irrigated,Owned,Alluvial,FPO,302478.18,19.39,-3.37,0.643,1,619.35
F01678,2024,Cuttack,16.65,Soybean,Yes,83.66,Rainfed,Tenant,Alluvial,Local Trader,236189.12,15.13,-10.27,0.541,0,876.5
F01679,2022,Mayurbhanj,13.76,Sugarcane,Yes,58.6,Irrigated,Owned,Laterite,FPO,527871.13,24.33,17.7,0.613,0,840.33
F01680,2022,Ganjam,12.93,Wheat,No,46.77,Rainfed,Owned,Laterite,FPO,410761.78,12.56,-1.23,0.544,0,738.51
F01681,2022,Cuttack,12.95,Soybean,No,69.41,Rainfed,Tenant,Alluvial,Local Trader,430904.37,33.88,,0.735,0,735.53
F01682,2024,Cuttack,1.78,Wheat,No,97,Irrigated,Tenant,Red,FPO,185970.76,5.91,12.24,0.399,0,776.04
F01683,2023,Puri,7.47,Cotton,Yes,57.48,Irrigated,Owned,Alluvial,APMC,113086.54,32.99,-4.75,0.46,0,741.05
F01684,2023,Ganjam,9.1,Wheat,Yes,64.71,Rainfed,Tenant,Red,APMC,278488.69,40.89,1.92,0.682,0,719.55
F01685,2023,Cuttack,6.73,Cotton,Yes,42.2,Rainfed,Owned,Red,Local Trader,226551.68,35.96,-0.44,0.402,1,493.79
F01686,2022,Mayurbhanj,14.65,Wheat,Yes,77.7,Irrigated,Owned,Clay Loam,FPO,141519.51,33.91,26.71,0.691,0,866.51
F01687,2022,Puri,4.84,Rice,No,55.05,Irrigated,Owned,Black,Contract Buyer,257969.12,8.02,-7.12,0.678,0,815.58
F01688,2023,Mayurbhanj,17.51,Millets,Yes,29.85,Rainfed,Tenant,Clay Loam,Contract Buyer,646795.65,13.1,-23.93,0.552,0,801.39
F01689,2022,Ganjam,5.67,Soybean,Yes,53.98,Irrigated,Tenant,Red,APMC,379021.3,10.62,6.87,0.57,0,771.19
F01690,2024,Mayurbhanj,14.63,Sugarcane,Yes,43.12,Rainfed,Owned,Laterite,Contract Buyer,627154.88,23.76,,,0,759.13
F01691,2023,Bhadrak,3.7,Maize,Yes,70.26,Rainfed,Owned,Laterite,Local Trader,603051.57,33.26,19.75,0.438,0,685.24
F01692,2022,Puri,14.33,Soybean,Yes,39.71,Rainfed,Owned,Alluvial,FPO,496874.37,15.58,,0.503,0,721.73
F01693,2022,Cuttack,7.31,Rice,Yes,70.4,Rainfed,Owned,Black,Local Trader,342663.41,24.55,,0.57,0,917.08
F01694,2023,Cuttack,5.68,Maize,Yes,61.36,Rainfed,Owned,Clay Loam,APMC,447194.11,22.24,0.51,0.552,0,792.55
F01695,2022,Puri,4.3,Sugarcane,Yes,33.99,Rainfed,Owned,Red,Local Trader,434506.29,17.53,,0.634,0,694.16
F01696,2023,Cuttack,1.38,Soybean,Yes,44.09,Irrigated,Tenant,Laterite,Local Trader,487553.39,29.06,-3.19,0.552,0,626.6
F01697,2022,Ganjam,0.93,Millets,Yes,100,Irrigated,Owned,Red,APMC,135615.23,13.33,3.26,0.724,0,702.04
F01698,2023,Balasore,2.53,Rice,Yes,85.35,Rainfed,Owned,Alluvial,Local Trader,378286.26,41.57,0.51,0.287,1,577.5
F01699,2022,Cuttack,15.13,Rice,Yes,77.93,Irrigated,Owned,Alluvial,Local Trader,229814.76,34.05,-29.95,0.655,0,795.71
F01700,2022,Ganjam,17.36,Soybean,No,59.18,Irrigated,Owned,Red,FPO,612706.77,28.59,-10.52,0.599,0,822.2
F01701,2024,Ganjam,9.22,Millets,No,71.36,Rainfed,Tenant,Laterite,Contract Buyer,336033.85,34.26,-8.72,0.524,0,621.05
F01702,2022,Balasore,9.62,Millets,Yes,89.6,Irrigated,Tenant,Clay Loam,FPO,205032.61,4,1.41,0.331,0,848.61
F01703,2023,Mayurbhanj,8.98,Wheat,No,82.35,Rainfed,Tenant,Alluvial,Contract Buyer,222101.23,14.78,0.51,0.506,0,778.98
F01704,2024,Mayurbhanj,11.29,Millets,No,70.18,Irrigated,Owned,Sandy Loam,APMC,322221.12,31.79,0.51,,0,751.08
F01705,2022,Mayurbhanj,2.41,Rice,Yes,41.33,Irrigated,Owned,Clay Loam,Contract Buyer,607906.53,23.18,33.88,,0,731.56
F01706,2023,Bhadrak,7.45,Soybean,Yes,43.41,Irrigated,Tenant,Black,Contract Buyer,595627.87,34.47,0.51,0.478,0,714.57
F01707,2024,Cuttack,9.7,Cotton,Yes,77.23,Rainfed,Owned,Alluvial,APMC,164444.32,1.23,20.95,0.63,0,865.51
F01708,2022,Bhadrak,1.62,Sugarcane,Yes,73.32,Rainfed,Owned,Black,FPO,522824.39,16.73,,0.774,0,839.19
F01709,2024,Mayurbhanj,0.51,Millets,No,64.41,Irrigated,Tenant,Laterite,Contract Buyer,415119.69,40.29,28.34,,0,570.56
F01710,2022,Mayurbhanj,15.01,Rice,Yes,78.16,Rainfed,Tenant,Red,FPO,305842.25,24.38,,,0,752.63
F01711,2022,Balasore,16.01,Wheat,Yes,85.48,Rainfed,Tenant,Alluvial,FPO,486240.54,14.07,3.06,0.654,0,918.04
F01712,2022,Mayurbhanj,15.43,Sugarcane,Yes,39.81,Irrigated,Owned,Sandy Loam,Contract Buyer,532632.24,3.28,-2.58,,0,931.9
F01713,2024,Mayurbhanj,1.59,Cotton,No,79.18,Rainfed,Owned,Sandy Loam,FPO,210331.41,6.84,-45.92,0.668,0,678.92
F01714,2022,Balasore,11.48,Cotton,Yes,89.88,Rainfed,Tenant,Laterite,APMC,162584.07,25.05,,0.578,0,863.36
F01715,2022,Puri,16.68,Millets,Yes,88.48,Irrigated,Owned,Laterite,FPO,511433.86,17.57,2.94,0.502,0,917.14
F01716,2022,Bhadrak,1.5,Rice,Yes,52,Irrigated,Owned,Laterite,Local Trader,149229.37,22.61,34.08,0.445,0,624.92
F01717,2024,Bhadrak,1.43,Soybean,No,60.72,Rainfed,Owned,Laterite,APMC,412085.83,14.05,-7.89,0.586,0,640.42
F01718,2023,Bhadrak,15.03,Maize,Yes,74.95,Rainfed,Owned,Red,FPO,618390.97,39.97,9.07,0.505,0,799.26
F01719,2023,Bhadrak,6.84,Sugarcane,No,58.81,Irrigated,Owned,Sandy Loam,Contract Buyer,131242.76,14.59,-0.13,0.464,0,696.36
F01720,2023,Mayurbhanj,4.58,Millets,Yes,45.28,Irrigated,Tenant,Laterite,APMC,616911.25,1.53,36.14,,0,802.78
F01721,2023,Bhadrak,10.02,Rice,Yes,80.89,Rainfed,Owned,Sandy Loam,FPO,205297.3,0.46,16.98,0.446,0,867.25
F01722,2022,Cuttack,17.14,Maize,Yes,77.23,Irrigated,Tenant,Red,FPO,261895.31,9.15,5.98,0.575,0,933.62
F01723,2024,Mayurbhanj,5.95,Soybean,Yes,95.17,Rainfed,Owned,Laterite,Contract Buyer,416746.06,21.39,12.72,,0,749.05
F01724,2023,Mayurbhanj,2.49,Wheat,Yes,58.13,Irrigated,Owned,Clay Loam,Contract Buyer,464485.47,34,-10.85,0.602,0,682.56
F01725,2022,Balasore,3.58,Wheat,Yes,82.73,Irrigated,Owned,Alluvial,Contract Buyer,521441.19,16.7,32.76,0.667,0,928.39
F01726,2022,Mayurbhanj,7.29,Rice,Yes,69.2,Rainfed,Owned,Black,APMC,640744.31,6.37,,,0,797.95
F01727,2024,Mayurbhanj,2.79,Cotton,No,55.06,Rainfed,Tenant,Sandy Loam,APMC,291558.89,38.87,-0.63,0.665,0,664.73
F01728,2023,Puri,6.23,Millets,Yes,72.18,Rainfed,Owned,Black,APMC,328317.65,14.17,17.74,0.412,0,712.69
F01729,2022,Cuttack,5.81,Cotton,Yes,48.7,Irrigated,Tenant,Alluvial,Contract Buyer,313897.69,15.8,10.96,0.372,0,742.63
F01730,2022,Cuttack,7.91,Soybean,Yes,66.46,Irrigated,Owned,Clay Loam,Contract Buyer,586181.71,8.51,-14.34,0.446,0,908.33
F01731,2023,Cuttack,11.77,Soybean,Yes,59.75,Rainfed,Owned,Alluvial,FPO,160785.6,35.99,31.1,0.536,0,659.97
F01732,2024,Mayurbhanj,6.83,Cotton,No,64.18,Irrigated,Owned,Black,FPO,309287.8,28.13,6.04,,0,718.78
F01733,2022,Puri,5.66,Rice,No,91.21,Rainfed,Tenant,Red,Local Trader,366010.3,25.12,,,0,665.52
F01734,2022,Cuttack,12.14,Soybean,No,75.5,Irrigated,Owned,Black,Contract Buyer,94565.59,41.23,0.78,0.725,0,768.57
F01735,2024,Cuttack,11.94,Sugarcane,Yes,66.45,Irrigated,Tenant,Clay Loam,FPO,301209.2,23.4,-0.5,0.767,0,820.46
F01736,2023,Mayurbhanj,10.56,Wheat,Yes,90.36,Irrigated,Owned,Red,Contract Buyer,644103.33,11.51,15.25,,0,976.62
F01737,2022,Balasore,15.11,Maize,Yes,59.55,Rainfed,Owned,Alluvial,Contract Buyer,431959.68,12.87,,0.545,0,871.79
F01738,2022,Mayurbhanj,11.61,Wheat,Yes,63.17,Irrigated,Owned,Black,FPO,461210.03,19.02,2.5,,0,771.11
F01739,2023,Bhadrak,13.25,Maize,Yes,57.95,Rainfed,Tenant,Alluvial,Local Trader,223825.38,3.65,10.97,0.646,0,785.89
F01740,2024,Puri,11.39,Millets,Yes,37.05,Rainfed,Owned,Laterite,Contract Buyer,578174.45,38.94,0.51,0.487,0,637.94
F01741,2023,Puri,3.53,Rice,Yes,30.27,Irrigated,Tenant,Black,Contract Buyer,142047.65,31.09,15.94,0.626,0,655.02
F01742,2023,Ganjam,11.01,Cotton,Yes,58.92,Rainfed,Tenant,Sandy Loam,Contract Buyer,454501.03,14.6,-0.02,0.552,0,768.07
F01743,2022,Ganjam,11.18,Maize,No,38.6,Irrigated,Tenant,Black,FPO,144826.42,4.02,-21.93,0.506,1,689.41
F01744,2022,Mayurbhanj,9.67,Sugarcane,Yes,66.05,Irrigated,Owned,Red,Local Trader,258091.86,11.91,18.46,0.537,0,813.24
F01745,2022,Puri,15.38,Rice,No,52.06,Rainfed,Owned,Red,Local Trader,148017.72,24.12,,0.571,0,727.84
F01746,2023,Bhadrak,9.37,Maize,No,100,Rainfed,Owned,Clay Loam,Contract Buyer,266169.04,38.13,0.51,0.501,0,804.78
F01747,2022,Puri,9.47,Maize,No,90.79,Rainfed,Owned,Alluvial,APMC,216073.17,40.55,,0.693,0,723.89
F01748,2022,Balasore,14.57,Maize,No,38.37,Rainfed,Tenant,Alluvial,Contract Buyer,431551.59,13.93,,0.694,0,912.04
F01749,2022,Balasore,9.31,Soybean,No,84.08,Rainfed,Owned,Laterite,APMC,438516.52,17.6,-1.9,0.557,0,829.43
F01750,2022,Mayurbhanj,12.56,Wheat,No,64.76,Irrigated,Tenant,Sandy Loam,FPO,237823.25,14.55,1.72,,0,777.78
F01751,2022,Mayurbhanj,12.41,Wheat,Yes,38.41,Irrigated,Tenant,Clay Loam,Local Trader,611060.4,17.16,-6.66,,0,771.26
F01752,2022,Ganjam,1.42,Rice,No,68.37,Rainfed,Owned,Sandy Loam,Local Trader,286287.57,34.34,,0.675,1,571.57
F01753,2023,Mayurbhanj,6.33,Rice,Yes,68.3,Rainfed,Owned,Black,APMC,179255.93,13.67,-2.46,0.552,0,813.9
F01754,2024,Puri,15.31,Rice,Yes,100,Rainfed,Owned,Black,Local Trader,538777.11,25.23,0.51,0.579,0,967.47
F01755,2022,Puri,17.42,Cotton,Yes,38.38,Rainfed,Owned,Sandy Loam,APMC,619012.45,21.99,-7.64,0.617,0,801.58
F01756,2022,Puri,4.2,Maize,Yes,71.06,Irrigated,Owned,Red,FPO,150589.92,41.92,17.55,0.552,1,641.2
F01757,2022,Puri,13.66,Soybean,Yes,94.17,Rainfed,Owned,Red,Local Trader,591285.4,39.66,,0.548,0,806.4
F01758,2022,Balasore,16.26,Rice,Yes,83.9,Rainfed,Tenant,Alluvial,APMC,89618.04,20.19,,,0,780.25
F01759,2024,Balasore,2.81,Sugarcane,Yes,96.22,Irrigated,Owned,Sandy Loam,APMC,556475.74,33.22,,0.448,0,851.47
F01760,2022,Puri,3.84,Rice,Yes,55.32,Rainfed,Owned,Black,Local Trader,498166.05,17.28,-6.16,0.493,0,622.48
F01761,2023,Bhadrak,5.34,Sugarcane,Yes,100,Irrigated,Owned,Red,FPO,464853.34,2.34,0.51,,0,891.53
F01762,2022,Balasore,6.08,Cotton,Yes,72.3,Rainfed,Owned,Sandy Loam,Contract Buyer,608821.85,16.8,,0.509,0,868.01
F01763,2022,Cuttack,15.44,Soybean,Yes,53.92,Irrigated,Owned,Laterite,FPO,384296.2,22.58,19.53,0.453,0,884.13
F01764,2023,Bhadrak,1.85,Wheat,Yes,61.95,Irrigated,Owned,Black,FPO,430632.31,4.94,-9.15,0.528,0,743.98
F01765,2023,Ganjam,7.5,Maize,No,72.93,Irrigated,Owned,Sandy Loam,Local Trader,167120.42,7.32,-9.65,0.749,0,825.97
F01766,2024,Mayurbhanj,11.64,Millets,Yes,85.84,Irrigated,Owned,Red,Local Trader,646402.01,41.76,-33.15,,0,722.26
F01767,2024,Balasore,3.06,Rice,Yes,55.99,Rainfed,Owned,Sandy Loam,Local Trader,175868.6,30.1,-6.46,0.552,1,577.89
F01768,2022,Mayurbhanj,4.68,Wheat,Yes,39,Irrigated,Owned,Black,Local Trader,289336.48,11.64,-22.86,,0,773.5
F01769,2024,Ganjam,12.16,Rice,Yes,74.04,Rainfed,Owned,Black,FPO,337533.61,24.3,-23.08,0.552,0,826.8
F01770,2022,Balasore,5.28,Sugarcane,Yes,57.34,Irrigated,Owned,Alluvial,APMC,460111.03,3.01,-4.67,0.579,0,911.52
F01771,2023,Puri,2.45,Wheat,No,45.98,Irrigated,Tenant,Alluvial,FPO,106045.16,20.31,23.05,0.758,0,676.08
F01772,2022,Mayurbhanj,3.71,Rice,Yes,68.54,Rainfed,Tenant,Sandy Loam,FPO,285563.15,40.3,,0.552,0,615.56
F01773,2022,Cuttack,7.16,Soybean,Yes,56,Irrigated,Owned,Black,Local Trader,110525.76,2.35,12.68,0.413,0,733.6
F01774,2024,Mayurbhanj,1.02,Maize,Yes,53.41,Irrigated,Owned,Laterite,Local Trader,532207.63,37.38,0.51,,1,562.11
F01775,2022,Mayurbhanj,2.06,Maize,Yes,41.58,Rainfed,Tenant,Clay Loam,APMC,430789.15,6.47,,,0,609.71
F01776,2023,Mayurbhanj,8.4,Soybean,Yes,65.79,Irrigated,Owned,Sandy Loam,Local Trader,593748.13,24.94,3.61,,0,734.35
F01777,2022,Mayurbhanj,8.97,Sugarcane,Yes,64.87,Irrigated,Owned,Red,Local Trader,234964.78,21.15,0.51,,0,820.17
F01778,2023,Ganjam,13.74,Rice,Yes,94.64,Irrigated,Owned,Laterite,APMC,80831.88,6.97,-12.25,0.685,0,903.66
F01779,2024,Cuttack,0.58,Sugarcane,Yes,47.39,Irrigated,Owned,Clay Loam,Local Trader,464838.41,5.39,,0.736,0,825.87
F01780,2024,Ganjam,17.8,Maize,No,88.83,Irrigated,Tenant,Black,APMC,125097.46,25.14,0.51,0.578,0,823.04
F01781,2022,Cuttack,4.67,Millets,Yes,95.42,Rainfed,Owned,Black,APMC,407421.09,9.31,-26.56,0.388,0,910
F01782,2024,Mayurbhanj,11.36,Millets,Yes,88.21,Irrigated,Tenant,Sandy Loam,APMC,573405.99,37.93,0.51,,0,804.67
F01783,2024,Ganjam,6.41,Maize,Yes,47.15,Rainfed,Owned,Alluvial,APMC,596028.13,31.19,6.35,0.555,0,765.13
